gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000263443	0	5	0	4	1	6
ENSG00000263445	0	0	0	0	0	0
ENSG00000263447	0	0	0	0	0	0
ENSG00000263448	0	0	0	0	0	0
ENSG00000263449	0	0	0	0	0	0
ENSG00000263450	0	0	0	0	0	0
ENSG00000263453	0	0	0	0	0	0
ENSG00000263456	0	1	0	0	0	0
ENSG00000263457	0	0	0	0	0	0
ENSG00000263458	0	0	0	0	0	0
ENSG00000263460	0	0	0	0	0	0
ENSG00000263462	0	0	0	0	0	0
ENSG00000263463	2	0	4	2	0	0
ENSG00000263464	0	0	0	0	0	0
ENSG00000263465	1432	2873	1678	2044	1537	1128
ENSG00000263466	3	0	3	3	1	5
ENSG00000263467	0	0	0	0	0	0
ENSG00000263468	0	0	0	0	0	0
ENSG00000263470	46	31	55	38	35	134
ENSG00000263473	0	0	0	0	0	0
ENSG00000263474	0	0	0	0	0	0
ENSG00000263475	0	0	0	0	0	1
ENSG00000263476	0	0	0	0	0	0
ENSG00000263477	0	3	0	0	0	0
ENSG00000263479	0	0	0	0	0	0
ENSG00000263481	0	0	0	0	0	0
ENSG00000263482	0	0	0	0	0	0
ENSG00000263483	0	0	0	0	0	0
ENSG00000263485	0	0	0	0	0	0
ENSG00000263489	2	0	0	0	0	0
ENSG00000263490	0	0	0	0	0	0
ENSG00000263491	0	0	0	0	0	0
ENSG00000263494	0	0	0	0	0	2
ENSG00000263497	0	0	0	0	0	0
ENSG00000263499	0	0	3	0	0	4
ENSG00000263501	3	1	2	0	0	1
ENSG00000263502	0	0	0	0	0	0
ENSG00000263503	1	6	1	1	5	0
ENSG00000263504	0	0	0	0	0	0
ENSG00000263505	0	0	0	0	0	0
ENSG00000263506	0	0	0	0	0	0
ENSG00000263507	0	0	0	0	0	0
ENSG00000263508	0	0	0	0	0	0
ENSG00000263509	0	0	0	0	0	0
ENSG00000263510	0	0	0	0	0	0
ENSG00000263511	0	0	0	0	0	1
ENSG00000263512	0	0	0	0	0	0
ENSG00000263513	13	2	17	2	5	0
ENSG00000263514	0	0	0	0	0	0
ENSG00000263515	3	0	0	0	0	0
ENSG00000263517	0	0	0	0	0	0
ENSG00000263519	0	0	0	0	0	0
ENSG00000263520	0	0	0	0	0	0
ENSG00000263522	0	0	0	0	0	0
ENSG00000263525	0	0	0	0	0	0
ENSG00000263526	0	0	0	0	0	0
ENSG00000263527	0	0	0	0	0	0
ENSG00000263528	182	344	240	219	220	119
ENSG00000263529	0	0	0	0	0	0
ENSG00000263530	0	0	0	0	0	0
ENSG00000263531	0	5	1	0	0	0
ENSG00000263533	0	0	0	0	0	0
ENSG00000263535	199	466	179	267	171	100
ENSG00000263537	0	0	0	0	0	0
ENSG00000263538	0	0	0	0	0	0
ENSG00000263539	0	0	0	0	0	0
ENSG00000263540	0	0	2	0	1	0
ENSG00000263542	0	0	0	0	0	0
ENSG00000263545	0	0	0	0	0	0
ENSG00000263546	0	0	0	0	0	0
ENSG00000263547	0	0	0	0	0	0
ENSG00000263548	0	0	0	0	0	0
ENSG00000263550	0	0	0	0	0	0
ENSG00000263551	0	0	0	0	0	2
ENSG00000263552	0	0	0	0	0	0
ENSG00000263553	0	0	0	0	0	0
ENSG00000263554	0	0	0	0	0	0
ENSG00000263556	0	0	0	0	0	0
ENSG00000263558	0	0	0	0	0	2
ENSG00000263559	0	0	0	0	0	0
ENSG00000263561	0	0	0	0	0	0
ENSG00000263563	5	11	2	5	11	8
ENSG00000263565	0	0	0	0	0	0
ENSG00000263566	0	0	0	0	0	0
ENSG00000263567	0	0	0	0	0	0
ENSG00000263568	0	0	0	0	0	0
ENSG00000263570	0	0	0	0	0	0
ENSG00000263571	0	0	0	0	0	0
ENSG00000263572	0	0	0	0	0	0
ENSG00000263573	0	0	0	0	0	0
ENSG00000263574	0	0	0	0	0	0
ENSG00000263575	0	0	0	0	1	0
ENSG00000263576	0	0	0	0	0	0
ENSG00000263577	0	0	0	0	0	0
ENSG00000263578	0	0	0	0	0	0
ENSG00000263581	0	0	0	0	0	0
ENSG00000263583	0	0	0	0	0	0
ENSG00000263584	0	0	0	0	0	0
ENSG00000263585	0	0	0	0	0	0
ENSG00000263586	0	0	0	0	0	0
ENSG00000263588	0	0	0	0	0	0
ENSG00000263589	0	0	0	0	0	0
ENSG00000263590	0	0	0	0	0	0
ENSG00000263592	0	0	0	0	0	0
ENSG00000263593	0	0	0	0	0	3
ENSG00000263594	0	0	0	0	0	0
ENSG00000263595	0	0	0	0	0	0
ENSG00000263596	0	0	0	0	0	0
ENSG00000263597	16	16	12	10	7	14
ENSG00000263598	0	0	0	0	0	0
ENSG00000263600	0	0	0	1	0	0
ENSG00000263602	0	0	0	0	0	0
ENSG00000263603	0	5	0	0	0	3
ENSG00000263604	0	0	0	0	0	0
ENSG00000263606	100	115	91	65	54	58
ENSG00000263608	0	0	0	0	0	0
ENSG00000263609	0	0	0	0	0	0
ENSG00000263610	0	0	0	0	0	0
ENSG00000263611	0	0	0	0	0	0
ENSG00000263612	0	0	1	0	0	0
ENSG00000263613	0	0	0	0	0	0
ENSG00000263615	0	0	0	0	0	0
ENSG00000263616	0	0	0	0	0	0
ENSG00000263618	0	0	0	0	0	0
ENSG00000263620	0	0	0	0	0	0
ENSG00000263622	0	0	0	0	0	0
ENSG00000263623	0	0	0	0	0	0
ENSG00000263624	27	8	13	10	8	39
ENSG00000263625	0	0	0	0	0	0
ENSG00000263626	0	0	0	0	0	0
ENSG00000263627	3	8	5	10	10	3
ENSG00000263628	0	0	0	0	1	0
ENSG00000263629	0	0	0	0	0	0
ENSG00000263630	0	0	0	0	0	0
ENSG00000263631	0	0	0	0	0	0
ENSG00000263632	0	0	0	0	0	0
ENSG00000263634	0	0	0	0	0	0
ENSG00000263635	0	0	0	0	0	0
ENSG00000263636	0	0	0	0	0	0
ENSG00000263637	0	0	0	0	0	0
ENSG00000263638	0	0	0	0	0	0
ENSG00000263639	0	8	0	5	1	1
ENSG00000263640	0	0	0	0	0	0
ENSG00000263641	0	0	0	0	0	0
ENSG00000263642	0	0	0	0	0	0
ENSG00000263643	0	0	0	0	0	0
ENSG00000263644	0	0	1	0	0	0
ENSG00000263645	1	0	0	0	0	0
ENSG00000263647	0	0	0	0	0	0
ENSG00000263648	2	18	6	10	10	5
ENSG00000263649	0	0	0	0	0	0
ENSG00000263651	0	0	0	0	0	0
ENSG00000263652	0	0	0	0	0	0
ENSG00000263653	0	0	0	0	0	0
ENSG00000263655	0	0	0	0	0	0
ENSG00000263657	0	0	1	0	2	1
ENSG00000263658	0	0	0	0	0	0
ENSG00000263660	1	0	0	3	0	2
ENSG00000263663	0	0	0	0	0	0
ENSG00000263666	0	0	0	0	0	0
ENSG00000263667	0	0	0	0	0	0
ENSG00000263669	1	0	0	1	0	0
ENSG00000263670	0	0	0	0	0	0
ENSG00000263671	0	0	0	0	0	0
ENSG00000263672	1	0	0	0	0	2
ENSG00000263674	0	0	0	0	0	0
ENSG00000263675	8	4	5	7	3	6
ENSG00000263676	0	0	0	0	0	0
ENSG00000263677	0	0	0	0	0	0
ENSG00000263678	1	0	0	0	0	0
ENSG00000263679	0	0	0	0	0	0
ENSG00000263680	2	5	0	2	0	8
ENSG00000263681	0	0	0	0	0	0
ENSG00000263682	0	0	0	0	0	0
ENSG00000263683	0	0	0	0	0	0
ENSG00000263684	0	0	1	0	0	0
ENSG00000263685	0	0	0	0	0	0
ENSG00000263686	0	0	0	0	0	0
ENSG00000263688	0	0	0	0	0	0
ENSG00000263689	0	0	0	0	0	0
ENSG00000263690	0	0	0	0	0	0
ENSG00000263691	0	1	0	0	0	1
ENSG00000263692	0	0	0	0	0	0
ENSG00000263693	0	0	0	0	0	0
ENSG00000263697	0	0	0	0	0	0
ENSG00000263698	0	0	0	2	0	1
ENSG00000263700	0	0	0	0	0	0
ENSG00000263701	0	0	0	0	0	0
ENSG00000263705	0	0	0	0	0	0
ENSG00000263707	0	0	0	0	0	0
ENSG00000263708	0	0	1	0	0	0
ENSG00000263709	2	0	1	0	0	0
ENSG00000263711	0	0	0	0	0	0
ENSG00000263712	0	0	0	0	0	0
ENSG00000263713	0	0	0	0	0	0
ENSG00000263715	0	0	0	0	0	0
ENSG00000263716	0	0	0	0	0	0
ENSG00000263717	2	2	2	1	1	1
ENSG00000263718	12	68	19	12	26	10
ENSG00000263719	0	0	0	0	0	0
ENSG00000263720	0	0	0	0	0	0
ENSG00000263721	0	0	0	0	0	0
ENSG00000263723	0	0	0	0	0	0
ENSG00000263724	0	0	0	0	0	0
ENSG00000263725	0	0	0	0	0	0
ENSG00000263726	0	0	0	0	0	0
ENSG00000263727	0	0	2	0	0	0
ENSG00000263728	0	0	0	0	0	0
ENSG00000263729	0	0	0	0	0	0
ENSG00000263730	0	0	0	0	0	0
ENSG00000263731	77	87	98	139	67	27
ENSG00000263732	0	0	0	0	0	0
ENSG00000263733	0	0	0	0	0	0
ENSG00000263734	0	0	0	0	0	0
ENSG00000263735	0	0	0	0	0	0
ENSG00000263738	0	0	0	0	0	0
ENSG00000263740	11	5	9	9	11	8
ENSG00000263741	0	0	0	0	0	0
ENSG00000263742	0	0	0	0	0	0
ENSG00000263743	0	0	0	0	0	0
ENSG00000263744	0	0	0	0	0	0
ENSG00000263745	0	1	0	0	0	0
ENSG00000263746	0	0	0	0	0	0
ENSG00000263748	0	0	0	0	0	0
ENSG00000263749	0	0	0	0	0	0
ENSG00000263750	0	0	0	0	0	0
ENSG00000263751	0	0	0	0	0	0
ENSG00000263752	0	0	0	0	0	0
ENSG00000263753	938	1340	338	479	344	471
ENSG00000263755	0	0	0	0	0	0
ENSG00000263756	0	0	0	0	0	0
ENSG00000263757	0	2	0	0	0	0
ENSG00000263759	1	0	2	0	0	0
ENSG00000263761	0	0	0	0	0	0
ENSG00000263762	0	0	0	0	0	0
ENSG00000263763	0	0	0	0	0	0
ENSG00000263764	0	0	0	0	0	0
ENSG00000263765	0	0	0	0	0	0
ENSG00000263766	16	4	18	3	8	16
ENSG00000263767	0	0	0	0	0	0
ENSG00000263768	0	0	0	0	0	0
ENSG00000263770	0	0	0	0	0	3
ENSG00000263772	0	0	0	0	0	0
ENSG00000263774	0	0	0	0	0	0
ENSG00000263775	0	0	0	0	0	0
ENSG00000263776	0	0	0	0	0	0
ENSG00000263780	0	0	0	0	0	0
ENSG00000263781	45	44	55	65	58	26
ENSG00000263782	0	0	0	0	0	0
ENSG00000263783	0	0	0	0	0	0
ENSG00000263785	0	0	1	0	0	2
ENSG00000263786	20	12	24	7	3	3
ENSG00000263787	0	0	0	0	0	0
ENSG00000263788	0	0	0	0	0	0
ENSG00000263790	0	0	0	0	0	0
ENSG00000263793	0	0	0	0	0	0
ENSG00000263794	0	0	0	0	0	0
ENSG00000263795	0	0	0	0	0	0
ENSG00000263797	0	0	0	0	0	0
ENSG00000263798	0	0	0	0	0	0
ENSG00000263800	0	0	0	0	0	0
ENSG00000263802	0	0	0	0	0	0
ENSG00000263805	0	0	0	0	0	0
ENSG00000263808	0	0	0	0	0	0
ENSG00000263809	0	6	1	0	0	1
ENSG00000263810	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0
ENSG00000263812	0	0	0	0	3	0
ENSG00000263813	0	0	1	0	0	0
ENSG00000263814	0	0	0	0	0	0
ENSG00000263815	1	0	0	0	1	0
ENSG00000263816	0	0	0	0	0	0
ENSG00000263818	2	2	2	1	0	4
ENSG00000263820	6	2	9	0	5	5
ENSG00000263821	0	0	0	0	0	0
ENSG00000263823	4	22	16	19	11	3
ENSG00000263824	0	0	0	0	0	0
ENSG00000263825	0	0	0	0	0	0
ENSG00000263826	29	54	27	18	22	20
ENSG00000263827	0	0	0	0	0	0
ENSG00000263828	0	0	0	0	0	0
ENSG00000263829	9	17	8	10	8	6
ENSG00000263831	0	0	0	0	0	0
ENSG00000263833	0	0	0	0	0	0
ENSG00000263834	0	0	0	0	0	1
ENSG00000263835	0	0	0	0	0	0
ENSG00000263838	0	0	0	0	0	0
ENSG00000263840	0	0	0	0	0	0
ENSG00000263841	0	0	1	0	0	0
ENSG00000263842	2	0	0	1	0	2
ENSG00000263843	17	15	18	20	10	5
ENSG00000263845	0	0	0	0	0	0
ENSG00000263846	67	82	50	71	54	30
ENSG00000263847	21	10	15	13	14	43
ENSG00000263848	0	0	0	0	0	0
ENSG00000263849	0	0	0	0	1	0
ENSG00000263853	2	0	2	1	0	2
ENSG00000263855	0	0	0	0	0	0
ENSG00000263856	0	0	0	0	0	0
ENSG00000263857	0	0	0	0	0	0
ENSG00000263858	0	0	0	0	0	0
ENSG00000263859	0	0	0	0	0	0
ENSG00000263860	2	0	0	0	0	1
ENSG00000263861	0	0	0	0	0	0
ENSG00000263862	0	0	0	4	0	0
ENSG00000263863	0	0	0	0	0	0
ENSG00000263864	0	0	0	0	0	0
ENSG00000263866	0	0	0	0	0	0
ENSG00000263868	1	0	0	0	0	0
ENSG00000263869	0	0	0	0	0	0
ENSG00000263870	2	1	1	1	0	0
ENSG00000263871	0	0	0	0	0	0
ENSG00000263872	0	0	0	0	0	0
ENSG00000263873	0	0	0	0	0	0
ENSG00000263874	20	25	35	15	26	26
ENSG00000263876	0	0	0	0	0	0
ENSG00000263878	0	0	0	0	0	0
ENSG00000263879	0	0	0	0	0	0
ENSG00000263881	0	0	0	0	0	0
ENSG00000263882	1	1	0	0	0	1
ENSG00000263883	0	0	0	0	0	0
ENSG00000263884	8	3	10	5	3	1
ENSG00000263885	0	0	0	0	0	0
ENSG00000263886	0	0	0	0	0	0
ENSG00000263887	0	0	1	0	0	1
ENSG00000263890	0	0	0	0	0	0
ENSG00000263891	0	0	0	0	0	0
ENSG00000263892	0	0	0	0	0	0
ENSG00000263893	0	0	1	2	3	0
ENSG00000263894	0	0	0	0	1	0
ENSG00000263895	0	0	0	0	0	0
ENSG00000263896	0	0	0	0	0	0
ENSG00000263897	0	2	0	2	0	0
ENSG00000263898	0	0	0	0	0	0
ENSG00000263900	0	0	0	0	0	0
ENSG00000263903	0	0	0	0	0	0
ENSG00000263904	0	0	0	0	0	0
ENSG00000263905	0	0	0	0	0	0
ENSG00000263906	0	0	0	0	0	0
ENSG00000263907	0	0	0	0	0	0
ENSG00000263908	1	0	0	0	0	0
ENSG00000263909	0	0	0	0	0	0
ENSG00000263912	0	0	0	0	0	0
ENSG00000263913	0	0	0	0	0	0
ENSG00000263914	0	0	0	0	0	0
ENSG00000263916	3	0	1	2	1	2
ENSG00000263917	0	0	0	0	0	0
ENSG00000263918	0	0	0	0	0	0
ENSG00000263921	0	0	0	0	0	0
ENSG00000263923	1	0	0	0	1	1
ENSG00000263924	1	1	2	0	3	1
ENSG00000263926	0	0	0	0	0	0
ENSG00000263927	0	0	0	0	0	0
ENSG00000263928	0	0	0	0	0	0
ENSG00000263931	74	63	53	56	50	63
ENSG00000263932	0	0	0	0	0	0
ENSG00000263933	0	0	0	0	0	0
ENSG00000263934	0	0	0	0	0	0
ENSG00000263935	0	0	0	0	0	0
ENSG00000263937	0	0	0	0	0	0
ENSG00000263938	0	1	0	0	3	2
ENSG00000263940	0	0	0	0	0	1
ENSG00000263941	7	6	7	2	7	4
ENSG00000263942	0	0	0	0	0	0
ENSG00000263944	0	0	0	0	0	0
ENSG00000263945	0	0	0	0	0	0
ENSG00000263946	0	0	0	0	11	4
ENSG00000263947	0	0	0	0	0	0
ENSG00000263948	0	0	0	0	0	0
ENSG00000263950	0	0	0	0	0	0
ENSG00000263952	0	0	0	0	0	0
ENSG00000263954	0	0	0	0	0	0
ENSG00000263955	1	0	0	0	0	1
ENSG00000263956	168	197	140	103	117	92
ENSG00000263957	0	0	0	0	0	0
ENSG00000263958	0	0	3	0	5	14
ENSG00000263960	0	0	0	0	0	0
ENSG00000263961	0	0	0	0	0	0
ENSG00000263963	0	0	0	0	0	0
ENSG00000263964	0	0	0	0	0	0
ENSG00000263966	0	0	0	0	0	0
ENSG00000263967	0	0	0	0	0	0
ENSG00000263968	0	6	9	1	9	8
ENSG00000263969	0	0	0	0	0	0
ENSG00000263970	0	0	0	0	0	0
ENSG00000263971	0	0	0	0	0	0
ENSG00000263972	0	0	0	0	0	0
ENSG00000263973	0	0	0	0	0	0
ENSG00000263974	0	0	0	0	0	0
ENSG00000263976	0	0	0	0	1	0
ENSG00000263978	0	0	0	0	0	0
ENSG00000263979	0	2	0	0	0	0
ENSG00000263980	0	0	0	0	0	0
ENSG00000263981	0	0	0	0	0	0
ENSG00000263982	10	1	0	2	2	6
ENSG00000263984	0	0	0	0	0	0
ENSG00000263985	0	0	0	0	0	0
ENSG00000263986	0	0	0	0	0	0
ENSG00000263987	0	0	0	0	0	0
ENSG00000263988	0	0	0	0	0	0
ENSG00000263989	3	0	0	0	0	0
ENSG00000263990	6	4	5	5	1	3
ENSG00000263993	0	0	0	0	0	0
ENSG00000263994	0	0	0	0	0	0
ENSG00000263995	0	0	0	0	0	0
ENSG00000263997	0	0	0	0	0	0
ENSG00000263998	0	0	0	0	0	0
ENSG00000263999	0	0	0	0	0	0
ENSG00000264000	0	0	0	0	0	0
ENSG00000264002	0	0	0	0	0	0
ENSG00000264003	0	0	0	0	0	0
ENSG00000264004	0	0	0	0	0	0
ENSG00000264005	0	0	0	0	0	0
ENSG00000264006	0	1	0	0	0	0
ENSG00000264007	5	6	14	1	1	15
ENSG00000264008	0	0	0	0	0	0
ENSG00000264009	0	0	0	0	0	0
ENSG00000264010	0	0	0	0	0	0
ENSG00000264012	0	0	0	1	0	1
ENSG00000264013	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	0	0
ENSG00000264015	0	0	0	0	1	0
ENSG00000264016	1	0	0	0	0	1
ENSG00000264017	0	0	0	0	1	2
ENSG00000264019	0	0	0	0	0	0
ENSG00000264020	0	0	0	0	0	0
ENSG00000264021	0	0	0	0	0	0
ENSG00000264022	0	0	0	0	0	0
ENSG00000264023	0	0	0	0	0	0
ENSG00000264024	0	0	0	0	0	0
ENSG00000264025	0	0	0	0	0	0
ENSG00000264026	4	1	3	0	0	1
ENSG00000264028	0	0	2	0	2	1
ENSG00000264029	0	0	0	0	0	0
ENSG00000264030	0	0	0	0	0	0
ENSG00000264031	0	0	0	0	0	0
ENSG00000264032	0	0	0	0	0	0
ENSG00000264034	0	0	0	0	0	0
ENSG00000264036	0	0	0	0	0	0
ENSG00000264037	0	0	0	0	0	0
ENSG00000264038	0	0	0	0	0	0
ENSG00000264039	0	0	0	0	0	0
ENSG00000264040	0	0	0	0	0	0
ENSG00000264041	0	0	0	0	0	0
ENSG00000264042	0	0	0	0	0	0
ENSG00000264044	0	0	1	0	1	1
ENSG00000264045	0	0	0	0	0	0
ENSG00000264047	1	0	0	2	0	0
ENSG00000264048	0	0	0	0	0	0
ENSG00000264049	9	4	13	2	10	7
ENSG00000264050	0	0	3	0	0	0
ENSG00000264051	0	0	0	0	0	0
ENSG00000264052	0	0	0	0	0	0
ENSG00000264054	0	0	0	0	0	0
ENSG00000264055	0	0	0	0	0	0
ENSG00000264056	0	1	0	0	0	2
ENSG00000264057	4	6	1	1	1	4
ENSG00000264058	0	0	0	0	0	0
ENSG00000264060	0	0	0	0	0	0
ENSG00000264061	0	0	0	0	0	0
ENSG00000264062	0	0	0	0	0	0
ENSG00000264063	0	0	0	0	0	0
ENSG00000264064	0	0	0	0	0	0
ENSG00000264066	0	0	0	1	0	0
ENSG00000264067	0	0	0	0	0	0
ENSG00000264069	0	0	0	0	0	5
ENSG00000264070	36	13	22	12	16	3
ENSG00000264071	0	0	0	0	0	0
ENSG00000264072	0	0	0	0	0	0
ENSG00000264073	0	0	0	0	0	0
ENSG00000264074	0	0	0	0	0	0
ENSG00000264075	0	0	0	0	0	1
ENSG00000264076	0	0	0	0	0	0
ENSG00000264077	0	0	0	0	0	0
ENSG00000264078	4	4	0	2	4	1
ENSG00000264079	0	0	0	0	0	0
ENSG00000264080	0	0	0	0	0	0
ENSG00000264081	2	0	4	0	0	0
ENSG00000264083	1	1	0	0	0	6
ENSG00000264084	0	0	0	0	0	0
ENSG00000264085	0	0	0	0	0	0
ENSG00000264086	0	0	0	0	0	0
ENSG00000264089	0	0	0	0	0	0
ENSG00000264090	0	0	0	0	0	0
ENSG00000264091	1	3	4	6	3	2
ENSG00000264092	0	0	0	0	0	0
ENSG00000264093	0	0	0	0	0	0
ENSG00000264094	0	0	0	0	0	0
ENSG00000264095	0	0	0	0	0	2
ENSG00000264097	0	0	0	0	0	0
ENSG00000264099	0	0	0	0	0	0
ENSG00000264101	0	0	1	0	0	0
ENSG00000264102	0	0	0	0	0	0
ENSG00000264103	0	0	0	0	0	1
ENSG00000264104	0	0	0	0	0	0
ENSG00000264105	0	0	0	0	0	0
ENSG00000264107	5	6	3	8	4	2
ENSG00000264108	0	0	0	0	0	0
ENSG00000264109	0	0	0	0	0	0
ENSG00000264110	0	0	0	0	0	0
ENSG00000264112	248	170	209	77	190	344
ENSG00000264113	1	0	0	0	1	2
ENSG00000264114	0	0	0	0	0	0
ENSG00000264115	0	0	0	0	0	0
ENSG00000264116	0	0	0	0	0	0
ENSG00000264119	0	0	0	0	0	0
ENSG00000264120	0	0	0	0	0	0
ENSG00000264121	0	0	0	0	0	0
ENSG00000264124	0	0	0	0	0	0
ENSG00000264125	0	0	0	0	0	0
ENSG00000264127	0	0	0	0	0	0
ENSG00000264128	0	0	0	0	0	0
ENSG00000264130	0	0	0	0	0	0
ENSG00000264131	0	0	0	0	0	0
ENSG00000264133	0	0	0	0	0	0
ENSG00000264134	0	0	0	0	0	0
ENSG00000264135	0	3	0	0	0	0
ENSG00000264136	0	0	0	0	0	0
ENSG00000264137	0	0	0	0	0	0
ENSG00000264138	0	0	0	0	0	0
ENSG00000264139	0	0	0	0	0	0
ENSG00000264141	0	0	0	0	0	0
ENSG00000264142	0	0	0	0	0	0
ENSG00000264144	0	0	0	0	0	0
ENSG00000264145	0	0	0	0	0	0
ENSG00000264146	2	0	0	0	0	0
ENSG00000264147	0	0	0	0	0	0
ENSG00000264148	0	0	0	0	0	0
ENSG00000264149	0	0	0	0	0	0
ENSG00000264150	0	0	0	0	0	0
ENSG00000264151	0	0	0	0	0	0
ENSG00000264153	0	0	0	0	0	0
ENSG00000264155	0	0	0	0	0	0
ENSG00000264157	0	0	0	0	0	0
ENSG00000264158	1	0	0	0	0	0
ENSG00000264160	1	0	0	0	0	0
ENSG00000264163	0	0	0	0	0	0
ENSG00000264164	0	0	0	0	0	0
ENSG00000264165	0	0	0	0	0	0
ENSG00000264167	0	0	0	0	0	0
ENSG00000264168	0	0	0	0	0	0
ENSG00000264169	0	0	0	0	0	0
ENSG00000264171	0	0	0	0	0	0
ENSG00000264172	0	0	0	0	0	0
ENSG00000264173	2	3	0	0	0	1
ENSG00000264174	0	0	0	0	0	0
ENSG00000264175	0	0	0	3	1	1
ENSG00000264176	25	15	28	12	12	5
ENSG00000264177	0	0	1	0	3	4
ENSG00000264178	0	0	0	0	0	0
ENSG00000264179	4	0	1	1	15	1
ENSG00000264180	0	0	0	0	0	0
ENSG00000264181	0	0	0	0	0	0
ENSG00000264182	0	0	1	0	0	0
ENSG00000264183	0	0	0	0	0	0
ENSG00000264184	0	0	0	0	0	0
ENSG00000264185	0	0	0	0	0	0
ENSG00000264186	3	0	2	1	4	0
ENSG00000264187	3	2	1	1	0	0
ENSG00000264188	2	3	2	1	2	2
ENSG00000264189	0	0	0	0	0	0
ENSG00000264190	0	1	0	2	0	4
ENSG00000264192	0	0	0	0	0	0
ENSG00000264193	0	0	0	0	0	0
ENSG00000264196	0	0	1	0	0	3
ENSG00000264198	0	0	0	0	0	0
ENSG00000264200	0	0	0	0	0	0
ENSG00000264201	0	0	2	0	0	2
ENSG00000264202	0	0	0	0	0	0
ENSG00000264203	0	0	0	0	0	0
ENSG00000264204	2	1	4	1	0	0
ENSG00000264206	0	0	0	0	0	0
ENSG00000264207	0	0	0	0	0	0
ENSG00000264208	0	0	0	0	0	0
ENSG00000264209	0	0	0	0	0	0
ENSG00000264210	0	0	0	0	0	0
ENSG00000264211	0	0	0	0	0	0
ENSG00000264212	0	0	0	0	0	0
ENSG00000264215	1	0	0	0	1	0
ENSG00000264216	0	0	0	0	0	0
ENSG00000264217	0	0	0	0	0	1
ENSG00000264218	0	0	0	0	0	0
ENSG00000264219	22	9	13	8	11	10
ENSG00000264222	0	0	0	0	2	0
ENSG00000264224	0	0	0	0	0	0
ENSG00000264226	0	0	0	0	0	0
ENSG00000264229	2	0	0	5	1	5
ENSG00000264230	762	1513	1770	1794	1298	554
ENSG00000264231	0	0	0	0	0	0
ENSG00000264232	0	0	0	0	0	0
ENSG00000264233	0	0	0	0	0	0
ENSG00000264235	5	3	4	1	5	4
ENSG00000264236	0	0	0	0	0	0
ENSG00000264238	0	0	0	0	0	0
ENSG00000264239	0	0	0	0	0	0
ENSG00000264240	0	0	0	0	0	0
ENSG00000264241	0	0	0	0	0	0
ENSG00000264242	0	0	1	0	0	1
ENSG00000264243	0	0	0	0	0	0
ENSG00000264244	0	0	0	0	0	0
ENSG00000264245	0	0	0	0	0	0
ENSG00000264246	0	0	0	0	0	0
ENSG00000264247	202	316	234	244	186	92
ENSG00000264248	0	0	0	0	0	0
ENSG00000264249	0	0	0	0	0	0
ENSG00000264250	0	0	0	0	0	0
ENSG00000264251	0	0	0	0	0	0
ENSG00000264254	0	3	0	0	0	0
ENSG00000264256	0	0	0	0	0	0
ENSG00000264257	0	0	0	0	0	0
ENSG00000264258	0	0	0	0	0	0
ENSG00000264259	0	0	0	0	0	0
ENSG00000264260	0	0	0	0	0	0
ENSG00000264261	0	0	0	0	0	0
ENSG00000264262	0	0	0	0	0	0
ENSG00000264263	0	2	0	0	0	1
ENSG00000264265	0	0	0	0	0	0
ENSG00000264266	0	0	0	0	0	0
ENSG00000264267	0	0	0	0	0	0
ENSG00000264268	25	41	5	8	15	3
ENSG00000264269	1	2	2	2	3	0
ENSG00000264270	1	0	2	0	1	0
ENSG00000264271	0	0	0	0	0	0
ENSG00000264272	0	0	0	0	0	0
ENSG00000264273	1	0	1	0	0	0
ENSG00000264274	0	0	0	0	0	0
ENSG00000264275	0	0	0	1	0	0
ENSG00000264277	0	0	0	0	0	0
ENSG00000264278	61	83	75	73	73	18
ENSG00000264279	0	2	3	2	0	1
ENSG00000264281	4	9	11	7	5	6
ENSG00000264283	1	0	0	0	1	0
ENSG00000264284	0	0	0	0	0	2
ENSG00000264286	0	0	0	0	0	0
ENSG00000264288	0	0	0	0	0	0
ENSG00000264289	0	0	0	0	0	0
ENSG00000264290	7	1	11	4	4	3
ENSG00000264292	0	0	0	0	0	0
ENSG00000264293	0	0	0	0	0	0
ENSG00000264294	0	0	0	0	0	0
ENSG00000264295	0	0	0	0	0	0
ENSG00000264296	0	1	0	0	0	0
ENSG00000264297	0	0	0	0	0	0
ENSG00000264298	0	0	0	0	0	0
ENSG00000264299	0	0	0	0	0	0
ENSG00000264300	0	0	0	0	0	0
ENSG00000264301	0	0	0	0	0	0
ENSG00000264302	0	0	0	0	0	0
ENSG00000264303	0	0	0	0	0	0
ENSG00000264304	12	5	10	3	0	15
ENSG00000264306	0	0	0	0	0	0
ENSG00000264308	0	0	0	0	0	0
ENSG00000264309	0	0	0	0	0	0
ENSG00000264311	20	16	26	24	9	4
ENSG00000264313	1	0	0	0	0	0
ENSG00000264314	0	0	0	0	0	0
ENSG00000264315	0	0	0	1	0	0
ENSG00000264316	0	0	0	0	0	0
ENSG00000264317	0	0	0	0	1	0
ENSG00000264319	0	0	0	0	0	0
ENSG00000264321	0	0	0	0	0	0
ENSG00000264322	0	0	0	0	0	0
ENSG00000264323	0	0	0	0	0	0
ENSG00000264324	1	0	0	6	0	1
